category,author,title,description,reference,catalog,city,year,editorial,parsed
ANTROPOLOGIA,Juan José Arias Moreno,La ermita de Santa María de Zújar de la Coronada. (S.I.),"Saludamos con placer este número 1º de la colección ""Aldehuela"". Elopúsculo, bien diseñado e impreso, ofrece una breve reseña histórica ydescriptiva del santuario mariano, cuyo origen es anterior al año 1333.","Arias Moreno, Juan José
La ermita de Santa María de Zújar de la Coronada. (S.I.)
Asociación de Vecinos ""Aldehuela"", 1998.
Saludamos con placer este número 1º de la colección ""Aldehuela"". Elopúsculo, bien diseñado e impreso, ofrece una breve reseña histórica ydescriptiva del santuario mariano, cuyo origen es anterior al año 1333.
",2014-2015,,1998,"Asociación de Vecinos ""Aldehuela""",True
ANTROPOLOGIA,E. Barcia,Cuentos y leyendas de España y Portugal. Contos e lendas de,"Mérida, ERE, 1997.geel onegsob Valioso volumen de actas, que recoge los estudios leídos en el I Semi-nario Internacional sobre la materia, que se celebró a finales de 1996 enlas Universidades de Extremadura (Facultad de Educación de Badajoz) y1997-1999Évora. Por lo que a nuestra región importa, cabe destacar los siguientestrabajos: ""El cabreru tontu: tres propuestas para el análisis de los cuentospopulares extremeños"" (E. Barcia); ""La leyenda hispánica: definición yperspectivas literarias y antropológicas de un género,con algunas reflexio-nes sobre la leyendística de Extremadura"" (J.M. Pedrosa); ""Hacia unageografía legendaria de la Península; de la Santa Compaña al CazadorNegro"" (E. Martos); ""Análisis de algunas supersticiones religiosas enExtremadura"" (M. Femia); ""Una propuesta globalizada de la leyenda deSan Jorge en Cáceres"" (J. Alcalá) y ""El mito del Peropalo: una tradicióncentenaria"" (A. Pérez).tin, es justamenologon","Barcia, E. (coord.)
Cuentos y leyendas de España y Portugal. Contos e lendas de
Espanha e Portugal
Mérida, ERE, 1997.geel onegsob Valioso volumen de actas, que recoge los estudios leídos en el I Semi-nario Internacional sobre la materia, que se celebró a finales de 1996 enlas Universidades de Extremadura (Facultad de Educación de Badajoz) y1997-1999Évora. Por lo que a nuestra región importa, cabe destacar los siguientestrabajos: ""El cabreru tontu: tres propuestas para el análisis de los cuentospopulares extremeños"" (E. Barcia); ""La leyenda hispánica: definición yperspectivas literarias y antropológicas de un género,con algunas reflexio-nes sobre la leyendística de Extremadura"" (J.M. Pedrosa); ""Hacia unageografía legendaria de la Península; de la Santa Compaña al CazadorNegro"" (E. Martos); ""Análisis de algunas supersticiones religiosas enExtremadura"" (M. Femia); ""Una propuesta globalizada de la leyenda deSan Jorge en Cáceres"" (J. Alcalá) y ""El mito del Peropalo: una tradicióncentenaria"" (A. Pérez).tin, es justamenologon
",2014-2015,,0,,True
ANTROPOLOGIA,Félix Barrio,El Correo Jurdano an,"Marciano(en Cuentusgerian lasAEditado por el C.A.M. Isabel de Moctezuma, en Caminomorisco, conpobres medios pero enorme entusiasmo, en su treintena de páginaspueden leerse entrevistas con personajes singulares o estudiosos de LasHurdes; artículos sobre geografía, historia, gastronomía, folklore... hurda-nos; páginas de creación literaria y recortes de la prensa que se hando de dicha comarca.ocupa-onemuse bb vingisbBlanco Mejías, Manuel y Gata Baños, Manuel (dirs.)TentudíaCalera de León, agosto 1998.una parte,bro queRevista anual, recoge en su medio centenar de páginas un conjunto decolaboraciones, varias de ellas realmente curiosas, que proporcionan noti-cias sobre uno de los lugares más emblemáticos de la región extremeña.","Barrio, Félix (coord.)
El Correo Jurdano an
N.º 8, Época II, Diciembre 1996
Marciano(en Cuentusgerian lasAEditado por el C.A.M. Isabel de Moctezuma, en Caminomorisco, conpobres medios pero enorme entusiasmo, en su treintena de páginaspueden leerse entrevistas con personajes singulares o estudiosos de LasHurdes; artículos sobre geografía, historia, gastronomía, folklore... hurda-nos; páginas de creación literaria y recortes de la prensa que se hando de dicha comarca.ocupa-onemuse bb vingisbBlanco Mejías, Manuel y Gata Baños, Manuel (dirs.)TentudíaCalera de León, agosto 1998.una parte,bro queRevista anual, recoge en su medio centenar de páginas un conjunto decolaboraciones, varias de ellas realmente curiosas, que proporcionan noti-cias sobre uno de los lugares más emblemáticos de la región extremeña.
",2014-2015,N.º 8,1996, Época II,True
ANTROPOLOGIA,Julián Blasco Fuerte,Extremadura. Cien años,"Contiene esta carpetilla la reproducción de ocho postales antiguas,que ofrecen otras tantas viejas imágenes de diferentes poblaciones extre-meñas. Su simple contemplación basta para comprender cómo hancambiado las cosas (positivamente) durante este siglo último. Así lo dicenestos carros de mula que atraviesan Puerta Palmas, o los meloneros asen-tados en la Plaza Mayor de Cáceres. El texto de las guardas, suscrito por J.Blasco, historiador, poetiza sobre el discurrir de Cronos.Gouzalo Ban","Blasco Fuerte, Julián
Extremadura. Cien años
Badajoz, Junta de Extremadura, 1996.
Contiene esta carpetilla la reproducción de ocho postales antiguas,que ofrecen otras tantas viejas imágenes de diferentes poblaciones extre-meñas. Su simple contemplación basta para comprender cómo hancambiado las cosas (positivamente) durante este siglo último. Así lo dicenestos carros de mula que atraviesan Puerta Palmas, o los meloneros asen-tados en la Plaza Mayor de Cáceres. El texto de las guardas, suscrito por J.Blasco, historiador, poetiza sobre el discurrir de Cronos.Gouzalo Ban
",2014-2015,Badajoz,1996, Junta de Extremadura,True
ANTROPOLOGIA,Santiago Calvo Muñoz,La villa de Acehúche y su término,"En bien cortada prosa, donde se percibe la fuerza de un narradorvalioso, el autor nos introduce en los entresijos históricos de su pueblo,apenas esbozados durante las edades antigua y medieval, hasta detenerseen los héroes locales, Pero Alonso Galeas, compañero de Lope de Aguirreen sus aventuras amazónicas, y Juan de Morales. Siguen sendos informesde la villa, escritos en el XVII, para concluir con muy leves apuntes sobrelos dos siglos últimos, antes de abordar la geografía. Vienen después loscapítulos dedicados a la antropología de Acehúche: fiestas (no podía igno-rarse la célebre Carantoñada), habla local, caza y pesca. Sin que pretendie-se ser exhaustivo -el propio S. Calvo anota en el epílogo otras posiblesentradas-, el escritor deleita a propios y extraños con el apasionado estu-dio de su villa natal.ago (Serafin Mar1997-1999","Calvo Muñoz, Santiago
La villa de Acehúche y su término
Acehúche, Ayuntamiento. Cáceres, I.C. El Brocense, 1996.
En bien cortada prosa, donde se percibe la fuerza de un narradorvalioso, el autor nos introduce en los entresijos históricos de su pueblo,apenas esbozados durante las edades antigua y medieval, hasta detenerseen los héroes locales, Pero Alonso Galeas, compañero de Lope de Aguirreen sus aventuras amazónicas, y Juan de Morales. Siguen sendos informesde la villa, escritos en el XVII, para concluir con muy leves apuntes sobrelos dos siglos últimos, antes de abordar la geografía. Vienen después loscapítulos dedicados a la antropología de Acehúche: fiestas (no podía igno-rarse la célebre Carantoñada), habla local, caza y pesca. Sin que pretendie-se ser exhaustivo -el propio S. Calvo anota en el epílogo otras posiblesentradas-, el escritor deleita a propios y extraños con el apasionado estu-dio de su villa natal.ago (Serafin Mar1997-1999
",2014-2015,Acehúche,1996,Ayuntamiento,True
ANTROPOLOGIA,Antonio Campesino Fernández;Carmen Velasco Bernardo,Portugal-España: Ordenación territorial del suroeste comunitario,"Recoge este volumen las ponencias y comunicaciones presentadas enel VII Congreso Ibérico de Geografía (Cáceres, septiembre 1995) eninglés, portugués y castellano. Pretendieron los organizadores -y a esaintención responden los trabajos leídos- ""concitar un debate interdiscipli-nar, abierto crítico y propositivo que fundamente las voluntades políticasgestoras de ordenación ibérica transfronteriza, contribuyendo al desman-telamiento de las fronteras mentales y de los estrangulamientos económi-cos finiseculares"".ogaitna? soM ovladadidas A shalliv al","Campesino Fernández, Antonio y Velasco Bernardo, Carmen (coords.)
Portugal-España: Ordenación territorial del suroeste comunitario
Cáceres, UEX, 1996.
Recoge este volumen las ponencias y comunicaciones presentadas enel VII Congreso Ibérico de Geografía (Cáceres, septiembre 1995) eninglés, portugués y castellano. Pretendieron los organizadores -y a esaintención responden los trabajos leídos- ""concitar un debate interdiscipli-nar, abierto crítico y propositivo que fundamente las voluntades políticasgestoras de ordenación ibérica transfronteriza, contribuyendo al desman-telamiento de las fronteras mentales y de los estrangulamientos económi-cos finiseculares"".ogaitna? soM ovladadidas A shalliv al
",2014-2015,Cáceres,1996, UEX,True
ANTROPOLOGIA,José Enrique A Campillo Álvarez,Alimentación y salud: ciencia y tradición,"iமையர் கரிCatedrático de la UEX, el Dr. Campillo (n. Cáceres, 1948) inauguróel curso universitario 1997-98 con esta divertida oratoria. En línea consus publicaciones sobre medicina popular, según el modelo adelantadopor Sorapán de Rieros, combina saberes científicos con los tradicionalesen torno a asuntos como las comidas más saludables, cuándo y en quéforma realizarlas, dietas y planes, etc.ogoligs isoleol alded (sbeño dobo al 9211ovie 2 oigoiq ls-ovisades 152 52sxs y zoigonga mislob Tois labJesen ellev uz sb oibsu medio centenar de páginas un conjunto derealmente curiosas, que proporcionan notiblemáticos de la región extremeña","Campillo Álvarez, José Enrique A
Alimentación y salud: ciencia y tradición
Badajoz, UEX, 1997.
iமையர் கரிCatedrático de la UEX, el Dr. Campillo (n. Cáceres, 1948) inauguróel curso universitario 1997-98 con esta divertida oratoria. En línea consus publicaciones sobre medicina popular, según el modelo adelantadopor Sorapán de Rieros, combina saberes científicos con los tradicionalesen torno a asuntos como las comidas más saludables, cuándo y en quéforma realizarlas, dietas y planes, etc.ogoligs isoleol alded (sbeño dobo al 9211ovie 2 oigoiq ls-ovisades 152 52sxs y zoigonga mislob Tois labJesen ellev uz sb oibsu medio centenar de páginas un conjunto derealmente curiosas, que proporcionan notiblemáticos de la región extremeña
",2014-2015,Badajoz,1997, UEX,True
ANTROPOLOGIA,Marcelino Cardalliaguet Quirant,Alcántara,"Número extraordinario de la revista cacereña para celebrar su 50aniversario. Preciosamente editada, dentro de un estuche acartonada, estaentrega conmemorativa ofrece en sus 250 páginas dos tipos de trabajos:analizan unos el tratamiento que la revista ha venido dando a diferentescuestiones (arte, arqueología, historia de América, etnografía y folklore,filología, creación literaria), mientras otros estudian el panorama culturalextremeño más allá de la propia Alcántara. Aunque resulte difícil seleccio-nar en tan nutrido y bien cuidado elenco, destacaré los artículos deGonzalo Barrientos (""Extremadura 1945-1995""), María D. García Oliva(""1945-1995: la historiografía medieval sobre la actual región extremeñaen los últimos cincuenta años""), F. Sánchez Marroyo (""Historiografía dela Extremadura contemporánea"") y Enrique G. Fuentes (""La creación lite-raria en la trayectoria de la revista Alcántara"").","Cardalliaguet Quirant, Marcelino (dir.)
Alcántara
N. 39, Septiembre-diciembre, 1996.
Número extraordinario de la revista cacereña para celebrar su 50aniversario. Preciosamente editada, dentro de un estuche acartonada, estaentrega conmemorativa ofrece en sus 250 páginas dos tipos de trabajos:analizan unos el tratamiento que la revista ha venido dando a diferentescuestiones (arte, arqueología, historia de América, etnografía y folklore,filología, creación literaria), mientras otros estudian el panorama culturalextremeño más allá de la propia Alcántara. Aunque resulte difícil seleccio-nar en tan nutrido y bien cuidado elenco, destacaré los artículos deGonzalo Barrientos (""Extremadura 1945-1995""), María D. García Oliva(""1945-1995: la historiografía medieval sobre la actual región extremeñaen los últimos cincuenta años""), F. Sánchez Marroyo (""Historiografía dela Extremadura contemporánea"") y Enrique G. Fuentes (""La creación lite-raria en la trayectoria de la revista Alcántara"").
",2014-2015,N. 39,1996, Septiembre-diciembre,True
ANTROPOLOGIA,Marcelino Cardalliaguet Quirant,Alcántara,"catmobbox3nadinesLa revista cacereña ha dedicado este número a cuestiones artísticas.Aparte las habituales secciones de creación literaria, reseñas bibliográficas,noticias culturales y obituarios (los de Fernando Bravo, Manuel Pacheco yRomano García), incluye los siguientes estudios: ""Doña Francisca Pizarroy su proyección en la arquitectura trujillana en la conquista de América""(José A. Ramos Rubio), ""El centro histórico de Plasencia..."" (Jesús M.López Martín), ""La capilla y camarín de Jesús Nazareno en la cacereñaparroquia de Santiago"" (Serafín Martín) y ""Narbón, creador de símbolosy lenguajes plásticos"" (Manuel Vaz-Romero).1997-1999","Cardalliaguet Quirant, Marcelino (dir.)
Alcántara
N. 44, Mayo-agosto 1998.
catmobbox3nadinesLa revista cacereña ha dedicado este número a cuestiones artísticas.Aparte las habituales secciones de creación literaria, reseñas bibliográficas,noticias culturales y obituarios (los de Fernando Bravo, Manuel Pacheco yRomano García), incluye los siguientes estudios: ""Doña Francisca Pizarroy su proyección en la arquitectura trujillana en la conquista de América""(José A. Ramos Rubio), ""El centro histórico de Plasencia..."" (Jesús M.López Martín), ""La capilla y camarín de Jesús Nazareno en la cacereñaparroquia de Santiago"" (Serafín Martín) y ""Narbón, creador de símbolosy lenguajes plásticos"" (Manuel Vaz-Romero).1997-1999
",2014-2015,,1998,,True
ANTROPOLOGIA,Juan Manuel Cardoso,Fiestas de San Juan. La Feria de Badajoz,"Entrega de la revista badajocense, que mantiene su regularidadanual y cuyos caracteres tanto formales como temáticas más bien laasemejan a un libro clásico. La mayor parte de las colaboracionesseaglutinan esta vez en torno al mítico ""mayo del 68"". Casi una treintenade conocidas personas, vinculadas con la ciudad, describen cómo vivie-ron aquellas vicisitudes sociopolíticas, que conmovieron la cultura deOccidente. Y no falta, como es lógico, información sobre las fiestassanjuaneras.ceel-cherubsmx3"") 20ins& olesnoal ndoa lavaibom eftergonomid al ceer-cher"")ons as comply sol","Cardoso, Juan Manuel
Fiestas de San Juan. La Feria de Badajoz
Badajoz, Ayuntamiento, 1998.
Entrega de la revista badajocense, que mantiene su regularidadanual y cuyos caracteres tanto formales como temáticas más bien laasemejan a un libro clásico. La mayor parte de las colaboracionesseaglutinan esta vez en torno al mítico ""mayo del 68"". Casi una treintenade conocidas personas, vinculadas con la ciudad, describen cómo vivie-ron aquellas vicisitudes sociopolíticas, que conmovieron la cultura deOccidente. Y no falta, como es lógico, información sobre las fiestassanjuaneras.ceel-cherubsmx3"") 20ins& olesnoal ndoa lavaibom eftergonomid al ceer-cher"")ons as comply sol
",2014-2015,Badajoz,1998, Ayuntamiento,True
ANTROPOLOGIA,Juan Manuel Cardoso,Carnaval 99,"sb son las ciExcelente revista, lujosamente impresa, dedicada a las festividades másenjundiosas de la ciudad. Numerosos colaboradores, de todas las edades,escriben sus vivencias de esos días carnavaleros. Las bien seleccionadasfotografías recogen instantáneas de las comparsas y murgas más brillantes,así como escenas con el bullicio callejero dominante en dicha ocasión.o slided andqueCardoso, Juan Manuel (dir.)San Juan 97Badajoz, Ayuntamiento, 1997.sol squbai (cions onsmodownso 13"" (oidu zomeЯ Azo1)La revista de la Feria pacense se nuclea este año en torno al motivo""visiones de Badajoz"", Ofrecen la suya propia un conjunto de colaborado-res, identificados con algún aspecto específico de la ciudad: Juan J. Pobla-dor, Carmen Araya, Francisco Pedraja, A. Zoido, Manolo López, E.González Barroso, Alberto González, A. Manzano, Clara Marcos, Lean-dro Pozas, Pepe Vela, Ma. Dolores G. Tejedor, F. Masedo, Moisés Cayeta-no y quien esto suscribe. Sobresaliente el diseño, a cargo de Tecnigraf yJavier Felipe.","Cardoso, Juan Manuel
Carnaval 99
Badajoz, Ayuntamiento, 1999.
sb son las ciExcelente revista, lujosamente impresa, dedicada a las festividades másenjundiosas de la ciudad. Numerosos colaboradores, de todas las edades,escriben sus vivencias de esos días carnavaleros. Las bien seleccionadasfotografías recogen instantáneas de las comparsas y murgas más brillantes,así como escenas con el bullicio callejero dominante en dicha ocasión.o slided andqueCardoso, Juan Manuel (dir.)San Juan 97Badajoz, Ayuntamiento, 1997.sol squbai (cions onsmodownso 13"" (oidu zomeЯ Azo1)La revista de la Feria pacense se nuclea este año en torno al motivo""visiones de Badajoz"", Ofrecen la suya propia un conjunto de colaborado-res, identificados con algún aspecto específico de la ciudad: Juan J. Pobla-dor, Carmen Araya, Francisco Pedraja, A. Zoido, Manolo López, E.González Barroso, Alberto González, A. Manzano, Clara Marcos, Lean-dro Pozas, Pepe Vela, Ma. Dolores G. Tejedor, F. Masedo, Moisés Cayeta-no y quien esto suscribe. Sobresaliente el diseño, a cargo de Tecnigraf yJavier Felipe.
",2014-2015,Badajoz,1999, Ayuntamiento,True
ANTROPOLOGIA,Luis M. Casas García;otros,Instrumentos y unidades de medida tradicionales en Extremadura,"""Ventura Reyes Prósper"", s.a). 1997.La entidad editora y los colegios públicos ""Juventud"" de Badajoz y""San José"" de Guadajira (Badajoz) organizaron una experiencia pedagógi-ca para recoger los instrumentos usados históricamente en la medida dediferentes magnitudes y en distintos oficios. Se reproducen muchos deestos artefactos, cuyas imágenes conserva aún nuestra memoria: romanas,cuartillas, cántaras, tarros, costales, celemines, serones, varas,... que mane-jamos durante la infancia para ayudar en las faenas domésticas.","Casas García, Luis M. y otros
Instrumentos y unidades de medida tradicionales en Extremadura
S.1. (Badajoz. Sociedad Extremeña de Educación Matemática
""Ventura Reyes Prósper"", s.a). 1997.La entidad editora y los colegios públicos ""Juventud"" de Badajoz y""San José"" de Guadajira (Badajoz) organizaron una experiencia pedagógi-ca para recoger los instrumentos usados históricamente en la medida dediferentes magnitudes y en distintos oficios. Se reproducen muchos deestos artefactos, cuyas imágenes conserva aún nuestra memoria: romanas,cuartillas, cántaras, tarros, costales, celemines, serones, varas,... que mane-jamos durante la infancia para ayudar en las faenas domésticas.
",2014-2015,Badajoz,0,Sociedad Extremeña de Educación Matemática,True
ANTROPOLOGIA,Moisés Cayetano Rosado,"Encuentro ""Relaciones Alentejo-Extremadura en el siglo XX""","Número especial de O Pelurinho, el simpático periódico editado porel Ayuntamiento pacense, que trata de fomentar una cálida acogida a loque de Portugal nos llega, recoge los numerosos trabajos leídos en elcongreso sobre el tema del título (Centro de Profesores de Badajoz, 11-12mayo 1996). Las ponencias y comunicaciones se aglutinan en torno a tresmesas redondas, bien significativas de la orientación dada al encuentrohispanoluso: 1. Relaciones entre ambos países durante el primer tercio1997-1999del siglo XX. 2. Relaciones durante la II República y la Guerra Civilespañola. 3.ª Posguerra, Revolución de los claveles y transición española.elsV sqsasso obActualidad.Historiadores, antropólogos, pedagogos, periodistas... ensayan, enambos idiomas, con distinto acierto y profundidad, pero siempre consimpatía mutua.de las","Cayetano Rosado, Moisés (coord.)
Encuentro ""Relaciones Alentejo-Extremadura en el siglo XX""
Badajoz, Ayuntamiento, Caja de Ahorros, 1996.
Número especial de O Pelurinho, el simpático periódico editado porel Ayuntamiento pacense, que trata de fomentar una cálida acogida a loque de Portugal nos llega, recoge los numerosos trabajos leídos en elcongreso sobre el tema del título (Centro de Profesores de Badajoz, 11-12mayo 1996). Las ponencias y comunicaciones se aglutinan en torno a tresmesas redondas, bien significativas de la orientación dada al encuentrohispanoluso: 1. Relaciones entre ambos países durante el primer tercio1997-1999del siglo XX. 2. Relaciones durante la II República y la Guerra Civilespañola. 3.ª Posguerra, Revolución de los claveles y transición española.elsV sqsasso obActualidad.Historiadores, antropólogos, pedagogos, periodistas... ensayan, enambos idiomas, con distinto acierto y profundidad, pero siempre consimpatía mutua.de las
",2014-2015,Badajoz,1996,"Ayuntamiento, Caja de Ahorros",True
ANTROPOLOGIA,Alonso Corrales Gaitán,Ermitas cacereñas,"Ciriaco Benavente, obispo de Corias-Cáceres.coding sogaloo sol y motibo babinsAficionado al estudio de temas más o menos esotéricos, el autor, queno oculta su espíritu amateur, ofrece interesantes datos sobre una cuaren-tena de ermitas diferentemente conservadas en la provincia de Cáceres. libsmi asquo","Corrales Gaitán, Alonso
Ermitas cacereñas
Cáceres, Cámara de Comercio e Industria, 1998. Prólogo de
Ciriaco Benavente, obispo de Corias-Cáceres.coding sogaloo sol y motibo babinsAficionado al estudio de temas más o menos esotéricos, el autor, queno oculta su espíritu amateur, ofrece interesantes datos sobre una cuaren-tena de ermitas diferentemente conservadas en la provincia de Cáceres. libsmi asquo
",2014-2015,Cáceres,1998, Cámara de Comercio e Industria,True
ANTROPOLOGIA,Francisco de Asís. O.F.M. Chavero Blanco,Antropologia y escatología. Ensayo de re-lectura bonaventuriana,"1998.en disbaEl sabio teólogo extremeño compone este trabajo, de casi un centenarde páginas y 259 citas, algunas de notable amplitud, para mostrar laimportancia que las consideraciones escatológicas tienen en las obras deSan Buenaventura a la hora de entender al sujeto humano. En efecto,según se nos recuerda, para entender qué es el hombre resulta imprescin-dible aclarar qué futuro último le espera. Origen, desarrollo vital y fin delas personas se hallan íntimamente conexos en la cosmovisión de Buena-ventura, más próximo siempre a Platón que a Aristóteles, aunque no deltodo cerrado a la tesis del Estagirita.zid","Chavero Blanco, Francisco de Asís. O.F.M.
Antropologia y escatología. Ensayo de re-lectura bonaventuriana
Separata de Naturaleza y Gracia, 2-3, mayo-diciembre. Vol. XLV,
1998.en disbaEl sabio teólogo extremeño compone este trabajo, de casi un centenarde páginas y 259 citas, algunas de notable amplitud, para mostrar laimportancia que las consideraciones escatológicas tienen en las obras deSan Buenaventura a la hora de entender al sujeto humano. En efecto,según se nos recuerda, para entender qué es el hombre resulta imprescin-dible aclarar qué futuro último le espera. Origen, desarrollo vital y fin delas personas se hallan íntimamente conexos en la cosmovisión de Buena-ventura, más próximo siempre a Platón que a Aristóteles, aunque no deltodo cerrado a la tesis del Estagirita.zid
",2014-2015,,0,,True
